student_id,cohort_id,synthetic_split,placement_outcome_quarantined,cgpa,backlogs,tenth_percentage,twelfth_percentage,branch,semester,problem_solving_score,communication_score,assessments_completed,skill_python,skill_sql,skill_dsa,skill_git,skill_fastapi,skill_react,skill_cloud,skill_statistics,skill_powerbi,verified_skills_count,projects_count,verified_projects_count,internships_count,experience_months,certifications_count,courses_completed,avg_course_progress,resume_uploaded,profile_completeness,target_role,role_match_score,market_alignment_score,critical_skill_gaps,readiness_score,readiness_tier,is_ready
OMEN-15374,2026-EEE,train,Unplaced,6.82,1,65.5,80.1,EEE,6,66.3,71.2,4,73.7,36.6,63.9,49.8,46.4,24.8,74.8,87.3,30.9,3,2,1,2,10,2,0,10.2,0,68.2,AI/ML Engineer,88.2,55.2,1,64,Near-Ready,0
OMEN-15375,2026-CSE,train,Rejected,6.29,0,58.2,59.7,CSE,8,50.1,53.4,0,74.0,66.5,59.2,76.4,48.2,55.8,41.3,71.1,57.5,4,4,2,1,4,0,2,57.6,1,81.5,Data Analyst,90.2,62.9,2,62,Near-Ready,0
OMEN-15376,2026-MECH,test,Unplaced,6.03,1,67.1,61.7,MECH,7,79.1,58.4,3,82.2,98.0,60.0,76.8,59.2,40.7,66.0,80.9,97.6,6,5,4,0,0,2,1,29.3,1,87.9,Data Analyst,100.0,75.0,0,76,Ready,1
OMEN-15377,2026-CIVIL,test,Selected,8.49,0,85.8,78.2,CIVIL,7,57.0,58.7,0,76.3,64.1,68.0,58.2,35.5,37.1,76.7,84.5,65.6,5,5,3,2,10,0,0,6.7,1,84.7,AI/ML Engineer,97.0,61.3,0,79,Ready,1
OMEN-15378,2026-CIVIL,test,Rejected,8.15,0,71.3,67.4,CIVIL,8,84.9,44.8,7,92.0,41.3,81.5,88.9,72.1,83.2,45.0,37.6,26.0,5,4,4,1,4,2,0,8.7,1,96.2,Software Engineer,95.9,58.6,1,73,Near-Ready,0
OMEN-15379,2026-CSE,train,Unplaced,7.4,0,75.1,61.8,CSE,6,33.4,60.6,1,44.8,80.6,33.3,50.0,26.8,49.3,25.7,83.9,51.9,0,1,0,1,4,2,1,40.5,1,71.4,Data Analyst,78.6,51.6,3,50,Needs Training,0
OMEN-15380,2026-IT,test,Unplaced,7.18,1,61.4,74.7,IT,6,57.1,62.7,2,49.6,61.4,60.1,31.7,28.1,24.8,48.2,61.5,22.5,0,1,0,1,3,2,1,30.3,0,56.3,AI/ML Engineer,79.4,46.0,3,47,Needs Training,0
OMEN-15381,2026-IT,test,Unplaced,6.33,3,51.0,56.3,IT,8,45.3,73.1,2,48.0,85.4,44.2,58.0,29.7,30.5,16.3,60.7,58.7,1,4,2,1,3,1,2,39.0,1,84.4,Data Analyst,82.4,53.6,3,39,Needs Training,0
OMEN-15382,2026-IT,train,Rejected,6.61,0,62.7,52.5,IT,7,68.1,50.5,5,77.1,67.7,81.3,76.5,82.6,70.7,57.1,42.7,46.2,6,2,1,1,3,0,2,43.0,1,82.2,Software Engineer,99.3,62.4,0,71,Near-Ready,0
OMEN-15383,2026-MECH,train,Selected,8.33,0,77.0,72.9,MECH,8,95.3,68.8,2,98.0,63.3,98.0,95.7,82.4,89.1,62.4,46.8,32.9,5,5,3,1,4,1,1,18.8,1,86.0,Software Engineer,100.0,72.6,0,87,Ready,1
OMEN-15384,2026-IT,train,Rejected,7.67,0,75.4,58.8,IT,8,55.9,43.1,4,65.3,43.9,52.8,57.1,62.4,88.4,67.1,28.5,41.2,3,4,2,1,3,2,2,34.2,1,90.9,Software Engineer,86.5,52.0,3,57,Needs Training,0
OMEN-15385,2026-ECE,train,Rejected,6.76,0,63.9,62.6,ECE,7,53.3,50.1,3,40.5,44.5,34.5,22.1,20.2,20.2,86.0,61.4,5.0,1,2,1,0,0,4,2,42.1,1,80.2,AI/ML Engineer,69.4,37.7,4,44,Needs Training,0
OMEN-15386,2026-CSE,train,Selected,7.82,0,76.8,65.4,CSE,7,48.6,56.5,1,76.7,38.0,62.9,75.0,62.3,70.5,41.3,29.6,10.9,3,2,2,1,4,0,0,10.6,1,76.2,Software Engineer,90.6,50.9,1,67,Near-Ready,0
OMEN-15387,2026-CSE,val,Unplaced,7.07,0,69.5,66.3,CSE,6,53.9,48.1,3,83.7,66.5,41.1,53.9,50.6,29.4,43.0,55.0,72.4,3,3,2,2,8,1,4,81.2,1,85.6,Data Analyst,89.8,57.7,2,67,Near-Ready,0
OMEN-15388,2026-ECE,test,Rejected,8.37,0,71.9,90.6,ECE,5,68.1,73.5,1,69.3,77.1,56.7,70.8,36.8,22.6,10.1,59.3,89.6,4,2,1,0,0,3,0,0.4,1,78.2,Data Analyst,92.0,61.3,1,72,Near-Ready,0
OMEN-15389,2026-CIVIL,train,Rejected,7.69,1,71.6,73.9,CIVIL,8,44.8,60.9,6,51.7,66.9,50.2,55.7,30.2,35.3,35.7,86.6,98.0,3,3,2,2,6,1,1,41.1,1,89.8,Data Analyst,88.2,58.6,2,59,Needs Training,0
OMEN-15390,2026-ECE,val,Selected,6.94,0,68.2,62.5,ECE,7,66.0,74.5,2,65.6,29.8,68.7,51.0,85.2,72.0,53.4,27.3,14.5,4,1,0,1,3,0,1,42.4,1,71.5,Software Engineer,84.3,52.1,2,58,Needs Training,0
OMEN-15391,2026-EEE,test,Unplaced,7.73,1,68.8,77.4,EEE,5,59.6,58.8,4,75.5,86.6,42.0,55.2,38.8,37.4,65.1,84.2,79.9,5,3,3,1,5,2,2,55.5,1,91.7,Data Analyst,99.4,66.2,0,68,Near-Ready,0
OMEN-15392,2026-ECE,train,Selected,8.95,0,85.9,78.7,ECE,6,87.7,39.4,7,95.6,34.5,98.0,67.3,83.8,94.5,58.8,48.9,47.3,5,6,3,2,8,1,1,31.2,1,97.9,Software Engineer,91.2,65.7,1,80,Ready,1
OMEN-15393,2026-CSE,train,Rejected,7.03,0,74.6,62.2,CSE,6,66.6,50.5,7,64.7,61.5,43.1,59.1,47.9,43.4,33.3,69.9,69.2,2,2,2,0,0,0,2,39.9,0,65.6,Data Analyst,89.7,57.5,1,65,Near-Ready,0
OMEN-15394,2026-CSE,train,Rejected,8.43,0,70.5,70.8,CSE,8,58.8,72.8,4,76.4,75.6,63.8,42.2,60.6,38.2,10.2,44.9,30.7,2,3,2,1,3,0,2,79.6,1,92.2,Software Engineer,81.9,51.3,2,63,Near-Ready,0
OMEN-15395,2026-CSE,train,Selected,6.42,0,59.0,62.7,CSE,5,54.5,59.4,3,64.7,40.4,71.9,69.1,79.3,88.1,73.5,29.8,14.7,5,3,3,0,0,0,3,47.6,1,91.2,Software Engineer,91.9,56.1,1,72,Near-Ready,0
OMEN-15396,2026-CSE,train,Rejected,8.68,3,73.0,70.0,CSE,6,81.2,74.5,2,98.0,55.4,85.0,91.9,78.0,95.7,85.0,38.2,14.0,6,3,1,0,0,2,1,36.5,1,83.4,Software Engineer,100.0,72.2,0,53,Needs Training,0
OMEN-15397,2026-CSE,val,Rejected,8.15,0,72.1,90.2,CSE,7,73.9,84.9,4,69.1,56.4,49.9,39.6,42.8,40.9,72.3,95.9,96.2,4,3,1,0,0,3,0,14.6,1,88.9,Data Analyst,92.5,68.4,1,73,Near-Ready,0
OMEN-15398,2026-IT,val,Rejected,6.33,0,69.8,61.2,IT,8,39.0,61.9,1,57.0,30.1,43.4,57.1,42.1,53.9,59.4,23.9,10.3,0,3,1,1,4,3,2,33.7,1,81.3,Software Engineer,70.0,42.3,4,45,Needs Training,0
OMEN-15399,2026-CSE,train,Selected,7.15,0,66.1,73.1,CSE,6,59.7,46.7,5,63.7,73.0,68.6,66.0,53.1,64.9,44.3,73.9,44.6,4,2,1,1,4,0,1,25.3,1,88.6,Data Analyst,86.7,63.3,1,64,Near-Ready,0
OMEN-15400,2026-CSE,train,Selected,6.55,0,67.7,66.0,CSE,6,60.8,84.8,5,77.1,64.2,66.6,40.7,36.1,40.3,68.4,69.7,38.0,4,4,3,0,0,1,3,59.5,1,94.4,AI/ML Engineer,94.1,58.4,0,78,Ready,1
OMEN-15401,2026-CSE,train,Rejected,6.74,1,49.9,71.2,CSE,6,67.1,43.8,5,84.6,62.0,79.2,62.1,76.8,63.4,75.0,39.2,41.7,4,3,2,1,5,3,1,38.5,1,89.7,Software Engineer,95.9,60.5,1,63,Near-Ready,0
OMEN-15402,2026-CSE,train,Selected,8.0,0,77.5,82.0,CSE,7,57.8,58.3,3,61.2,49.5,83.6,81.2,50.2,61.2,51.9,41.3,25.0,2,1,0,0,0,0,6,100.0,1,81.5,Software Engineer,93.2,55.4,0,64,Near-Ready,0
OMEN-15403,2026-CIVIL,train,Unplaced,6.81,0,54.4,69.4,CIVIL,8,66.8,70.9,6,65.8,71.7,45.7,42.2,8.0,22.2,34.0,75.6,87.1,4,5,3,1,4,0,0,5.2,1,95.0,Data Analyst,91.1,55.5,1,69,Near-Ready,0
OMEN-15404,2026-CIVIL,val,Selected,5.94,0,51.7,63.0,CIVIL,8,61.9,65.1,2,79.2,71.8,92.4,87.5,64.2,61.3,44.6,70.9,52.8,5,2,1,1,4,0,3,54.3,1,76.9,Software Engineer,99.1,69.5,0,72,Near-Ready,0
OMEN-15405,2026-CSE,test,Selected,7.8,0,66.9,79.8,CSE,7,84.4,65.3,5,75.6,81.7,74.6,41.4,29.9,41.4,92.5,98.0,76.7,6,9,7,1,3,1,2,49.0,1,94.6,AI/ML Engineer,96.8,65.9,0,85,Ready,1
OMEN-15406,2026-CSE,train,Rejected,7.11,0,73.5,56.2,CSE,8,61.5,74.1,5,73.5,38.5,68.0,81.5,59.1,71.6,63.9,16.5,43.3,4,7,5,1,4,2,1,50.1,1,95.9,Software Engineer,92.1,57.9,1,77,Ready,1
OMEN-15407,2026-CSE,train,Unplaced,5.33,1,54.7,52.0,CSE,7,63.9,64.9,4,68.7,60.1,61.4,77.6,62.1,72.0,63.1,48.2,32.6,3,5,3,0,0,1,2,22.5,1,89.1,Software Engineer,95.9,59.2,1,61,Near-Ready,0
OMEN-15408,2026-ECE,train,Selected,7.96,0,76.5,75.9,ECE,7,73.7,65.5,5,70.3,80.1,54.4,47.9,54.5,68.0,66.6,86.7,71.3,6,6,3,1,3,4,0,35.9,1,97.0,Data Analyst,97.0,70.4,0,85,Ready,1
OMEN-15409,2026-CSE,train,Selected,9.19,0,90.8,86.1,CSE,7,36.5,60.6,7,77.1,44.8,51.2,70.2,90.6,70.7,53.1,44.0,23.5,4,1,1,1,4,2,0,7.2,1,81.1,Software Engineer,89.2,56.6,1,69,Near-Ready,0
OMEN-15410,2026-CSE,train,Unplaced,6.98,0,74.7,68.0,CSE,6,64.8,52.4,5,51.7,60.0,67.1,77.4,57.8,74.3,37.7,52.3,33.1,3,0,0,0,0,0,1,8.3,1,76.7,Software Engineer,92.6,55.0,1,59,Needs Training,0
OMEN-15411,2026-CIVIL,test,Selected,7.99,0,66.9,80.8,CIVIL,6,71.5,91.3,5,82.6,64.9,69.0,62.8,51.3,44.4,44.5,64.7,65.3,3,2,1,2,10,1,1,43.2,1,83.1,Data Analyst,90.6,68.3,1,79,Ready,1
OMEN-15412,2026-CSE,val,Unplaced,6.05,0,51.0,63.5,CSE,8,15.0,78.6,0,73.1,51.8,32.6,37.8,36.4,32.1,48.2,60.5,26.1,0,1,0,1,3,2,2,75.9,1,68.9,AI/ML Engineer,72.4,46.7,3,46,Needs Training,0
OMEN-15413,2026-IT,train,Selected,8.69,0,75.7,68.9,IT,6,70.2,70.4,7,77.6,82.0,96.6,84.5,68.3,56.5,93.4,62.9,68.7,7,1,1,0,0,2,3,60.4,0,65.6,Software Engineer,97.8,75.3,0,74,Near-Ready,0
OMEN-15414,2026-CSE,test,Rejected,6.36,0,54.8,66.5,CSE,5,15.0,53.3,2,54.1,10.0,17.3,48.3,40.0,45.5,5.0,10.0,9.8,0,2,1,0,0,0,2,60.0,1,79.8,Software Engineer,53.1,27.5,5,20,Needs Training,0
OMEN-15415,2026-IT,train,Rejected,7.77,0,53.3,75.3,IT,7,77.9,30.8,6,77.8,77.1,74.8,62.4,54.2,34.7,30.3,50.0,61.4,3,4,4,0,0,2,1,30.6,1,100.0,Data Analyst,84.8,57.7,2,65,Near-Ready,0
OMEN-15416,2026-CSE,train,Selected,8.02,0,66.4,73.0,CSE,7,73.0,67.8,6,90.4,73.3,90.4,94.8,91.0,98.0,91.7,49.3,37.2,7,5,3,2,10,6,3,84.6,1,90.0,Software Engineer,100.0,79.1,0,85,Ready,1
OMEN-15417,2026-CSE,train,Rejected,5.14,2,47.5,45.8,CSE,7,28.4,79.7,2,48.2,48.7,30.7,27.9,19.9,20.0,52.1,72.0,29.4,1,6,0,0,0,2,2,24.9,1,84.7,AI/ML Engineer,69.2,41.6,4,18,Needs Training,0
OMEN-15418,2026-EEE,train,Selected,7.89,0,77.3,69.7,EEE,8,57.7,80.2,2,85.8,60.4,79.8,83.0,78.9,88.4,71.3,41.9,30.6,6,6,4,0,0,3,1,26.1,1,88.8,Software Engineer,100.0,69.3,0,79,Ready,1
OMEN-15419,2026-IT,train,Rejected,6.83,0,73.2,73.4,IT,8,46.7,74.4,2,60.6,53.3,60.4,69.3,47.5,42.3,33.8,43.1,31.7,1,2,2,1,3,2,1,36.8,1,73.8,Software Engineer,82.6,51.6,3,58,Needs Training,0
OMEN-15420,2026-MECH,test,Selected,6.47,0,57.2,54.6,MECH,6,42.4,32.9,3,47.6,14.5,58.0,75.6,42.4,75.5,51.4,28.0,23.2,2,3,2,1,4,1,1,13.8,1,87.1,Software Engineer,72.8,41.3,4,44,Needs Training,0
OMEN-15421,2026-CSE,val,Unplaced,8.47,0,66.8,79.2,CSE,7,67.4,50.7,6,37.5,62.7,51.5,29.5,22.9,5.0,74.8,66.3,37.3,2,4,2,2,10,1,1,18.9,1,98.8,AI/ML Engineer,81.1,45.4,1,67,Near-Ready,0
OMEN-15422,2026-ECE,train,Rejected,6.91,0,61.6,56.2,ECE,8,77.8,46.4,5,69.1,93.0,43.1,50.8,29.7,25.7,35.0,70.3,66.9,4,4,3,3,12,3,0,0.0,1,99.2,Data Analyst,94.7,57.1,0,76,Ready,1
OMEN-15423,2026-EEE,val,Rejected,7.65,0,73.8,66.5,EEE,8,57.2,67.2,5,82.5,46.5,65.3,79.6,86.8,82.1,55.2,31.2,37.0,5,0,0,1,3,2,0,14.4,1,71.1,Software Engineer,94.6,63.1,0,68,Near-Ready,0
OMEN-15424,2026-CSE,train,Unplaced,8.25,0,75.3,63.6,CSE,8,51.1,59.5,2,74.2,64.0,67.0,83.0,81.2,57.9,82.4,65.4,45.6,6,6,3,2,8,1,2,36.5,1,83.7,Software Engineer,95.8,66.9,0,81,Ready,1
OMEN-15425,2026-CIVIL,train,Selected,8.22,0,65.4,77.7,CIVIL,7,57.7,59.1,3,82.4,52.1,69.9,75.7,73.4,74.5,64.1,44.4,20.7,5,6,4,0,0,1,2,60.1,1,93.0,Software Engineer,96.5,61.2,0,80,Ready,1
OMEN-15426,2026-IT,train,Unplaced,7.03,0,52.5,64.9,IT,6,51.4,49.7,7,65.7,58.9,49.1,77.7,79.5,69.6,53.0,23.6,22.8,4,5,2,0,0,1,3,74.3,1,95.2,Software Engineer,93.3,53.0,1,65,Near-Ready,0
OMEN-15427,2026-IT,train,Unplaced,6.54,0,65.1,74.7,IT,6,53.0,37.1,7,64.8,23.9,69.5,82.2,74.7,82.5,60.8,23.9,37.2,4,1,1,0,0,1,1,29.5,1,78.6,Software Engineer,88.7,52.8,1,57,Needs Training,0
OMEN-15428,2026-IT,train,Rejected,9.8,0,92.2,89.0,IT,5,50.4,67.9,8,69.3,31.2,72.4,67.4,71.3,58.2,52.7,32.8,17.3,4,1,1,1,4,2,4,92.8,1,85.5,Software Engineer,87.2,54.5,1,63,Near-Ready,0
OMEN-15429,2026-IT,train,Selected,6.93,0,58.0,66.6,IT,6,51.4,65.7,4,74.6,83.9,61.3,67.5,31.2,58.6,52.4,86.0,87.0,5,2,1,2,6,2,1,22.8,1,82.5,Data Analyst,98.8,69.3,0,75,Ready,1
OMEN-15430,2026-CIVIL,train,Unplaced,6.34,0,51.6,51.5,CIVIL,8,57.6,41.7,1,86.1,88.2,53.1,58.1,34.9,30.8,34.7,88.9,98.0,0,1,0,1,4,0,1,25.1,1,70.7,Data Analyst,97.2,63.6,0,67,Near-Ready,0
OMEN-15431,2026-IT,val,Selected,7.21,0,65.6,56.2,IT,5,75.0,55.1,4,74.3,80.0,64.2,62.1,52.8,43.0,58.9,89.4,82.3,4,6,3,1,3,1,0,19.5,1,91.0,Data Analyst,97.9,67.4,0,78,Ready,1
OMEN-15432,2026-IT,train,Rejected,5.8,0,57.8,52.0,IT,7,60.3,70.8,1,83.0,66.4,62.0,57.3,38.2,52.1,41.2,49.0,65.1,0,2,0,1,4,1,5,100.0,1,77.4,Data Analyst,87.6,62.2,2,56,Needs Training,0
OMEN-15433,2026-MECH,train,Selected,8.67,0,73.8,74.5,MECH,8,71.4,43.6,2,89.7,43.5,67.5,65.1,42.3,23.9,81.7,74.5,31.1,5,2,2,2,10,1,2,58.0,1,77.3,AI/ML Engineer,92.1,56.3,1,76,Ready,1
OMEN-15434,2026-CSE,train,Rejected,6.62,2,52.6,73.8,CSE,6,51.4,66.2,4,98.0,43.2,88.8,75.7,59.9,32.9,63.6,74.1,37.1,4,5,4,2,10,2,0,15.8,0,71.7,AI/ML Engineer,90.7,63.5,1,55,Needs Training,0
OMEN-15435,2026-CIVIL,train,Selected,9.8,0,89.4,85.6,CIVIL,6,80.3,81.9,5,98.0,69.0,90.2,62.0,66.9,47.3,91.8,95.1,51.1,6,1,1,1,3,1,3,68.4,1,78.1,AI/ML Engineer,100.0,76.0,0,81,Ready,1
OMEN-15436,2026-CSE,train,Rejected,5.97,0,58.8,62.6,CSE,8,55.1,53.0,4,67.5,41.1,49.0,65.5,64.8,72.3,40.8,10.0,5.0,3,2,2,2,8,1,1,58.7,1,82.5,Software Engineer,86.5,44.0,2,64,Near-Ready,0
OMEN-15437,2026-ECE,train,Rejected,7.24,1,71.3,65.0,ECE,8,38.1,81.3,6,48.4,49.9,43.4,73.8,44.2,67.6,38.3,29.1,6.5,2,1,1,3,15,1,1,42.1,1,82.7,Software Engineer,80.7,46.6,3,51,Needs Training,0
OMEN-15438,2026-MECH,train,Rejected,6.99,0,57.6,68.7,MECH,5,69.0,52.3,3,65.1,45.0,73.9,37.9,41.3,29.2,85.1,81.4,17.6,4,1,0,0,0,2,1,16.4,0,57.4,AI/ML Engineer,88.8,53.9,2,54,Needs Training,0
OMEN-15439,2026-MECH,val,Rejected,7.9,4,78.1,77.3,MECH,7,64.5,47.7,5,54.9,71.8,47.0,33.2,24.8,5.0,37.2,69.0,55.4,2,2,1,1,4,0,3,57.6,1,87.2,Data Analyst,80.3,47.5,3,36,Needs Training,0
OMEN-15440,2026-IT,val,Rejected,5.84,2,54.6,66.9,IT,8,58.3,59.0,4,63.2,58.7,61.8,78.9,49.7,60.1,77.7,17.2,28.1,2,3,2,1,4,2,0,7.8,1,85.0,Software Engineer,91.3,53.7,1,48,Needs Training,0
OMEN-15441,2026-CSE,test,Rejected,8.51,0,71.7,81.8,CSE,6,52.4,80.8,2,53.5,35.1,47.9,68.2,50.3,44.8,62.6,50.9,37.1,1,3,0,2,8,0,1,21.9,1,87.1,Software Engineer,73.8,54.3,3,51,Needs Training,0
OMEN-15442,2026-MECH,val,Rejected,7.8,0,60.5,67.6,MECH,7,45.5,58.8,3,47.8,88.6,46.4,52.9,24.2,5.0,43.5,78.3,77.9,3,3,3,1,3,2,2,39.6,1,85.2,Data Analyst,93.1,56.1,1,70,Near-Ready,0
OMEN-15443,2026-IT,val,Unplaced,6.23,1,64.3,63.5,IT,7,47.3,78.3,3,58.4,42.7,73.9,61.8,56.1,52.4,51.9,39.1,11.7,1,2,2,1,4,1,0,1.8,1,83.3,Software Engineer,85.1,50.9,2,50,Needs Training,0
OMEN-15444,2026-MECH,val,Selected,8.08,0,77.0,66.4,MECH,7,76.0,58.8,2,88.9,92.5,71.0,70.0,70.7,46.5,34.5,80.6,93.3,7,1,0,1,3,1,2,66.6,1,70.0,Data Analyst,100.0,73.5,0,75,Ready,1
OMEN-15445,2026-IT,train,Selected,7.47,0,75.0,67.7,IT,8,77.3,82.2,7,77.7,48.1,75.0,84.1,87.3,79.8,28.7,45.0,43.2,5,3,3,1,3,0,2,51.7,1,88.8,Software Engineer,97.3,64.3,0,83,Ready,1
OMEN-15446,2026-IT,train,Selected,7.4,0,78.0,63.9,IT,8,67.3,70.0,3,60.9,85.4,64.5,40.6,38.7,34.0,37.0,82.1,78.6,3,2,1,1,4,1,2,52.8,1,78.2,Data Analyst,96.0,62.6,0,72,Near-Ready,0
OMEN-15447,2026-CSE,train,Rejected,8.34,0,76.6,62.3,CSE,5,63.6,39.2,8,74.8,54.8,70.8,65.1,72.6,69.2,45.9,45.6,16.2,5,2,1,0,0,1,1,41.7,1,90.4,Software Engineer,95.3,55.1,0,69,Near-Ready,0
OMEN-15448,2026-CSE,train,Selected,8.06,0,65.4,70.6,CSE,8,35.2,86.0,4,83.9,89.3,30.7,65.6,43.6,59.9,64.9,72.0,97.1,5,2,1,1,3,1,3,51.4,1,81.1,Data Analyst,98.2,72.4,0,75,Ready,1
OMEN-15449,2026-IT,test,Unplaced,7.03,2,63.8,47.4,IT,7,50.4,70.1,2,87.4,70.9,50.4,51.1,38.4,38.1,55.6,59.0,13.3,2,4,1,0,0,1,2,49.1,0,74.4,AI/ML Engineer,86.4,53.3,1,43,Needs Training,0
OMEN-15450,2026-CSE,val,Rejected,8.23,0,79.1,70.2,CSE,7,58.7,53.8,7,77.1,38.4,75.4,75.6,78.8,39.9,14.0,48.0,44.4,4,2,2,1,3,3,2,59.1,1,81.6,Software Engineer,87.0,52.4,2,61,Near-Ready,0
OMEN-15451,2026-CIVIL,test,Rejected,6.54,0,54.2,65.2,CIVIL,7,53.4,40.6,4,60.0,48.3,57.0,61.4,54.3,52.0,32.5,35.8,26.1,0,3,0,1,5,1,2,42.7,1,90.4,Software Engineer,82.9,44.1,2,52,Needs Training,0
OMEN-15452,2026-CSE,val,Rejected,7.84,0,69.1,67.5,CSE,7,51.2,85.4,6,89.3,51.6,73.6,64.3,54.2,45.6,75.7,86.6,33.7,4,1,0,1,5,2,2,60.3,1,84.5,AI/ML Engineer,96.5,66.3,0,72,Near-Ready,0
OMEN-15453,2026-CIVIL,train,Selected,9.5,0,92.1,86.3,CIVIL,6,68.3,64.8,3,98.0,64.7,67.9,44.9,39.2,24.2,63.9,60.4,39.3,2,7,6,2,10,3,2,40.7,1,91.4,AI/ML Engineer,93.5,59.1,1,78,Ready,1
OMEN-15454,2026-CSE,train,Selected,7.83,0,75.9,79.5,CSE,6,88.3,85.8,6,81.8,98.0,53.4,65.8,63.4,43.4,62.1,98.0,98.0,5,2,0,1,5,2,2,43.4,1,82.8,Data Analyst,100.0,78.8,0,85,Ready,1
OMEN-15455,2026-CSE,train,Rejected,7.23,0,68.8,66.3,CSE,5,54.9,68.9,2,63.8,83.5,45.1,53.1,33.1,37.7,37.6,79.6,63.0,2,4,1,1,5,0,3,68.6,1,90.4,Data Analyst,94.1,60.5,0,72,Near-Ready,0
OMEN-15456,2026-ECE,train,Unplaced,4.85,1,45.2,45.0,ECE,7,23.4,23.9,5,71.8,39.7,29.6,70.8,78.4,63.3,42.2,50.1,5.0,3,4,3,0,0,2,0,6.3,1,93.0,Software Engineer,82.7,44.7,2,40,Needs Training,0
OMEN-15457,2026-CSE,train,Rejected,6.91,0,60.3,68.3,CSE,5,57.0,67.8,3,71.7,62.8,47.4,40.5,26.5,55.9,42.9,77.5,29.3,2,2,1,0,0,0,2,65.1,1,76.2,AI/ML Engineer,82.7,52.6,3,51,Needs Training,0
OMEN-15458,2026-IT,train,Rejected,8.16,0,77.8,70.7,IT,6,56.7,46.1,6,98.0,26.1,89.1,70.5,65.7,53.9,72.0,68.6,6.2,6,3,1,1,4,0,2,36.6,1,88.1,AI/ML Engineer,85.2,57.9,1,63,Near-Ready,0
OMEN-15459,2026-MECH,train,Rejected,6.47,1,68.1,59.0,MECH,8,84.9,78.0,4,65.8,19.8,73.8,44.9,23.6,8.3,46.0,57.0,22.4,2,4,4,3,12,0,2,56.3,1,93.2,AI/ML Engineer,68.5,43.7,4,51,Needs Training,0
OMEN-15460,2026-ECE,val,Selected,7.71,0,73.7,71.9,ECE,8,47.8,80.8,2,77.0,55.0,60.7,89.1,57.9,70.8,35.7,34.9,27.4,3,4,3,3,15,1,1,55.4,1,88.5,Software Engineer,95.2,57.4,1,72,Near-Ready,0
OMEN-15461,2026-CSE,train,Rejected,6.1,0,65.1,57.4,CSE,7,66.0,60.3,2,36.3,37.2,50.9,41.6,32.7,27.6,53.9,24.5,5.0,0,3,1,0,0,1,2,47.2,1,83.2,Software Engineer,56.0,36.1,6,34,Needs Training,0
OMEN-15462,2026-IT,train,Rejected,7.74,0,65.5,67.3,IT,5,53.1,49.0,3,63.9,21.7,86.3,71.9,83.4,59.6,40.2,38.8,11.6,3,1,1,1,5,2,5,81.4,1,75.3,Software Engineer,86.6,49.2,1,64,Near-Ready,0
OMEN-15463,2026-CSE,train,Rejected,7.41,0,72.2,77.7,CSE,5,56.9,47.1,3,58.2,42.1,63.1,72.2,85.4,64.4,43.4,38.7,33.3,2,1,0,0,0,1,0,14.7,0,56.0,Software Engineer,89.4,51.7,1,58,Needs Training,0
OMEN-15464,2026-EEE,train,Selected,7.18,0,65.6,76.8,EEE,8,53.3,64.6,3,67.7,68.5,67.8,85.8,73.1,56.9,43.9,50.8,27.4,5,6,5,2,6,1,1,63.0,1,90.4,Software Engineer,95.8,57.9,0,81,Ready,1
OMEN-15465,2026-ECE,train,Rejected,8.59,0,70.3,84.1,ECE,7,38.5,68.9,1,85.2,45.9,54.6,62.9,56.1,43.2,79.5,79.6,44.3,3,2,1,1,4,3,3,71.2,1,74.6,AI/ML Engineer,90.8,60.9,1,70,Near-Ready,0
OMEN-15466,2026-IT,train,Selected,8.1,0,77.6,73.5,IT,7,61.7,58.0,4,87.5,29.7,74.4,81.6,81.5,70.3,79.4,18.3,5.0,6,6,6,0,0,4,1,40.7,0,74.4,Software Engineer,91.6,57.1,1,78,Ready,1
OMEN-15467,2026-CSE,train,Rejected,5.2,1,45.0,55.1,CSE,5,29.1,35.4,5,40.2,73.3,10.8,28.1,20.3,23.5,12.1,74.1,47.9,2,1,0,0,0,2,3,65.0,1,81.1,Data Analyst,69.1,38.6,4,26,Needs Training,0
OMEN-15468,2026-IT,train,Rejected,8.04,0,72.1,65.7,IT,7,48.4,27.7,4,55.7,30.3,56.2,64.5,63.8,55.3,50.7,19.9,23.9,0,3,1,1,5,1,2,40.4,1,87.8,Software Engineer,79.7,42.3,2,56,Needs Training,0
OMEN-15469,2026-IT,train,Unplaced,7.15,1,72.9,61.5,IT,6,57.8,53.7,3,70.5,39.6,74.5,72.2,76.9,90.0,43.6,40.2,30.3,5,3,3,1,3,0,3,74.8,1,85.7,Software Engineer,93.0,56.2,1,63,Near-Ready,0
OMEN-15470,2026-IT,test,Selected,6.91,0,67.9,55.0,IT,7,83.1,68.8,6,64.7,69.1,66.5,76.9,68.7,40.8,70.3,62.3,25.5,5,2,2,1,3,0,4,96.7,1,89.4,Software Engineer,90.6,60.6,1,76,Ready,1
OMEN-15471,2026-CSE,val,Selected,7.54,0,75.5,76.5,CSE,7,82.5,60.4,4,78.9,89.6,70.6,70.0,55.1,62.1,35.5,73.4,91.3,6,3,2,1,3,3,1,20.5,1,92.8,Data Analyst,98.6,71.4,0,82,Ready,1
